"List1","List2","List3","List4","Match","Pic","Probe","Target","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition1","condition2","condition3","condition4","coordinates","correct","correct_Probe_response_C","correct_Probe_response_E","correct_Response_Q1","correct_Response_Q2","correct_Response_Q3","correct_Target_response_C","correct_Target_response_E","correct_response","count_1st_Move_Prac_loop_C","count_1st_Move_Prac_loop_E","count_1st_Move_seq_C","count_1st_Move_seq_E","count_1st_Observe_Prac_loop_C","count_1st_Observe_Prac_loop_E","count_1st_Observe_seq_C","count_1st_Observe_seq_E","count_3rd_Move_Prac_loop_C","count_3rd_Move_Prac_loop_E","count_3rd_Move_seq_C","count_3rd_Move_seq_E","count_3rd_Observe_Prac_loop_C","count_3rd_Observe_Prac_loop_E","count_3rd_Observe_seq_C","count_3rd_Observe_seq_E","count_Afer_Experiment","count_Chinese","count_Condition_Selection_C","count_Condition_Selection_E","count_EXP01","count_End_C","count_End_E","count_English","count_First_Fixation_C","count_First_Fixation_E","count_Language_Selection","count_List01_loop_C1","count_List01_loop_C2","count_List01_loop_C3","count_List01_loop_C4","count_List01_loop_E1","count_List01_loop_E2","count_List01_loop_E3","count_List01_loop_E4","count_List02_loop_C1","count_List02_loop_C2","count_List02_loop_C3","count_List02_loop_C4","count_List02_loop_E1","count_List02_loop_E2","count_List02_loop_E3","count_List02_loop_E4","count_List03_loop_C1","count_List03_loop_C2","count_List03_loop_C3","count_List03_loop_C4","count_List03_loop_E1","count_List03_loop_E2","count_List03_loop_E3","count_List03_loop_E4","count_List04_loop_C1","count_List04_loop_C2","count_List04_loop_C3","count_List04_loop_C4","count_List04_loop_E1","count_List04_loop_E2","count_List04_loop_E3","count_List04_loop_E4","count_List_Selection_cond1_C","count_List_Selection_cond1_E","count_List_Selection_cond2_C","count_List_Selection_cond2_E","count_List_Selection_cond3_C","count_List_Selection_cond3_E","count_List_Selection_cond4_C","count_List_Selection_cond4_E","count_Prac_seq_C","count_Prac_seq_E","count_Probe_C","count_Probe_E","count_Probe_response_C","count_Probe_response_E","count_Q1","count_Q2","count_Q3","count_Q4","count_Ready_C","count_Ready_E","count_Response_Q1","count_Response_Q2","count_Response_Q3","count_Second_Fixation_C","count_Second_Fixation_E","count_Start_C","count_Start_E","count_Target_C","count_Target_E","count_Target_response_C","count_Target_response_E","count_Target_response_correct_C","count_Target_response_correct_E","count_Target_response_noans_C","count_Target_response_noans_E","count_Target_response_wrong_C","count_Target_response_wrong_E","count_Trial_Break_C","count_Trial_Break_E","count_Trial_C","count_Trial_E","count_Trial_logger_C","count_Trial_logger_E","count_Welcome_C","count_Welcome_E","datetime","description","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","foreground","form_response","fullscreen","height","keyboard_backend","language1","language2","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_End_C","response_End_E","response_Probe_response_C","response_Probe_response_E","response_Q4","response_Ready_C","response_Ready_E","response_Response_Q1","response_Response_Q2","response_Response_Q3","response_Start_C","response_Start_E","response_Target_response_C","response_Target_response_E","response_Trial_Break_C","response_Trial_Break_E","response_Welcome_C","response_Welcome_E","response_time","response_time_End_C","response_time_End_E","response_time_Probe_response_C","response_time_Probe_response_E","response_time_Q4","response_time_Ready_C","response_time_Ready_E","response_time_Response_Q1","response_time_Response_Q2","response_time_Response_Q3","response_time_Start_C","response_time_Start_E","response_time_Target_response_C","response_time_Target_response_E","response_time_Trial_Break_C","response_time_Trial_Break_E","response_time_Welcome_C","response_time_Welcome_E","sampler_backend","size","start","subject_nr","subject_parity","time_1st_Move_Prac_loop_C","time_1st_Move_Prac_loop_E","time_1st_Move_seq_C","time_1st_Move_seq_E","time_1st_Observe_Prac_loop_C","time_1st_Observe_Prac_loop_E","time_1st_Observe_seq_C","time_1st_Observe_seq_E","time_3rd_Move_Prac_loop_C","time_3rd_Move_Prac_loop_E","time_3rd_Move_seq_C","time_3rd_Move_seq_E","time_3rd_Observe_Prac_loop_C","time_3rd_Observe_Prac_loop_E","time_3rd_Observe_seq_C","time_3rd_Observe_seq_E","time_Afer_Experiment","time_Chinese","time_Condition_Selection_C","time_Condition_Selection_E","time_EXP01","time_End_C","time_End_E","time_English","time_First_Fixation_C","time_First_Fixation_E","time_Language_Selection","time_List01_loop_C1","time_List01_loop_C2","time_List01_loop_C3","time_List01_loop_C4","time_List01_loop_E1","time_List01_loop_E2","time_List01_loop_E3","time_List01_loop_E4","time_List02_loop_C1","time_List02_loop_C2","time_List02_loop_C3","time_List02_loop_C4","time_List02_loop_E1","time_List02_loop_E2","time_List02_loop_E3","time_List02_loop_E4","time_List03_loop_C1","time_List03_loop_C2","time_List03_loop_C3","time_List03_loop_C4","time_List03_loop_E1","time_List03_loop_E2","time_List03_loop_E3","time_List03_loop_E4","time_List04_loop_C1","time_List04_loop_C2","time_List04_loop_C3","time_List04_loop_C4","time_List04_loop_E1","time_List04_loop_E2","time_List04_loop_E3","time_List04_loop_E4","time_List_Selection_cond1_C","time_List_Selection_cond1_E","time_List_Selection_cond2_C","time_List_Selection_cond2_E","time_List_Selection_cond3_C","time_List_Selection_cond3_E","time_List_Selection_cond4_C","time_List_Selection_cond4_E","time_Prac_seq_C","time_Prac_seq_E","time_Probe_C","time_Probe_E","time_Probe_response_C","time_Probe_response_E","time_Q1","time_Q2","time_Q3","time_Q4","time_Ready_C","time_Ready_E","time_Response_Q1","time_Response_Q2","time_Response_Q3","time_Second_Fixation_C","time_Second_Fixation_E","time_Start_C","time_Start_E","time_Target_C","time_Target_E","time_Target_response_C","time_Target_response_E","time_Target_response_correct_C","time_Target_response_correct_E","time_Target_response_noans_C","time_Target_response_noans_E","time_Target_response_wrong_C","time_Target_response_wrong_E","time_Trial_Break_C","time_Trial_Break_E","time_Trial_C","time_Trial_E","time_Trial_logger_C","time_Trial_logger_E","time_Welcome_C","time_Welcome_E","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"no","no","no","no","NA","NA","I see the galss vase.","STI/Prac-02.jpg","50","50","4478","4478","black","yes","xpyriment","legacy","legacy","0","yes","no","no","no","uniform","1","NA","0","NA","NA","NA","NA","1","/","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","0","NA","0","0","0","0","0","0","0","0","0","0","NA","0","0","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","0","NA","3","0","0","04/26/16 17:27:05","Matching Tasks","Simulation2016_EXP01V1.3.0.osexp","D:\Users\ebluser\Desktop\CSC_SIM","no","chinese-japanese-korean","no","18","white","1st_Observe","yes","768","legacy","no","yes","E-C1-L1-024.csv","xpyriment","Interactive Ising","3.0.7","0","/","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","/","NA","NA","NA","space","1108","NA","NA","NA","7848","NA","NA","NA","NA","NA","NA","NA","NA","NA","1108","NA","NA","NA","175730","legacy","NA","EXP01","24","even","NA","NA","NA","NA","NA","187909","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10629","8626","NA","NA","10629","NA","189195","8626","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","187909","NA","190212","NA","190212","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","198069","NA","NA","NA","198586","NA","198586","NA","199704","NA","NA","NA","NA","NA","NA","NA","189179","NA","200204","NA","12179","Simulation2016_EXP01","1","8956","2","yes","1024"
"no","no","no","no","NA","NA","I see the dirty dish.","STI/Prac-04.jpg","50","50","2884","2884","black","yes","xpyriment","legacy","legacy","0","yes","no","no","no","uniform","1","NA","0","NA","NA","NA","NA","1","z","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","1","NA","1","0","0","0","0","0","0","0","0","0","NA","1","0","0","NA","1","NA","1","NA","1","NA","1","NA","1","NA","NA","NA","1","NA","4","0","0","04/26/16 17:27:05","Matching Tasks","Simulation2016_EXP01V1.3.0.osexp","D:\Users\ebluser\Desktop\CSC_SIM","no","chinese-japanese-korean","no","18","white","1st_Observe","yes","768","legacy","no","yes","E-C1-L1-024.csv","xpyriment","Interactive Ising","3.0.7","0","z","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","z","NA","NA","NA","space","596","NA","NA","NA","1987","NA","NA","NA","NA","NA","NA","NA","NA","NA","596","NA","NA","NA","175730","legacy","NA","EXP01","24","even","NA","NA","NA","NA","NA","187909","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10629","8626","NA","NA","10629","NA","201705","8626","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","187909","NA","202723","NA","202723","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","204724","NA","NA","NA","205241","NA","205242","NA","205858","NA","NA","NA","NA","NA","NA","NA","201697","NA","206359","NA","12179","Simulation2016_EXP01","2","11539","4","yes","1024"
"no","no","no","no","NA","NA","I see the table filled with stuff.","STI/Prac-01.jpg","33.3333333333","33.3333333333","2304","2304","black","yes","xpyriment","legacy","legacy","0","yes","no","no","no","uniform","0","NA","0","NA","NA","NA","NA","0","/","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","2","NA","2","0","0","0","0","0","0","0","0","0","NA","2","0","0","NA","2","NA","2","NA","2","NA","2","NA","2","NA","NA","NA","2","NA","5","0","0","04/26/16 17:27:05","Matching Tasks","Simulation2016_EXP01V1.3.0.osexp","D:\Users\ebluser\Desktop\CSC_SIM","no","chinese-japanese-korean","no","18","white","1st_Observe","yes","768","legacy","no","yes","E-C1-L1-024.csv","xpyriment","Interactive Ising","3.0.7","0","z","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","z","NA","NA","NA","space","913","NA","NA","NA","1375","NA","NA","NA","NA","NA","NA","NA","NA","NA","913","NA","NA","NA","175730","legacy","NA","EXP01","24","even","NA","NA","NA","NA","NA","187909","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10629","8626","NA","NA","10629","NA","207743","8626","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","187909","NA","208761","NA","208761","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","210145","NA","NA","NA","210662","NA","210662","NA","205858","NA","NA","NA","211596","NA","NA","NA","207728","NA","212096","NA","12179","Simulation2016_EXP01","2","13827","6","yes","1024"
"no","no","no","no","NA","NA","I see the unpacked cokkies.","STI/Prac-03.jpg","37.5","37.5","2224","2224","black","yes","xpyriment","legacy","legacy","0","yes","no","no","no","uniform","1","NA","0","NA","NA","NA","NA","1","z","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","3","NA","3","0","0","0","0","0","0","0","0","0","NA","3","0","0","NA","3","NA","3","NA","3","NA","3","NA","3","NA","NA","NA","3","NA","6","0","0","04/26/16 17:27:05","Matching Tasks","Simulation2016_EXP01V1.3.0.osexp","D:\Users\ebluser\Desktop\CSC_SIM","no","chinese-japanese-korean","no","18","white","1st_Observe","yes","768","legacy","no","yes","E-C1-L1-024.csv","xpyriment","Interactive Ising","3.0.7","0","z","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","z","NA","NA","NA","space","873","NA","NA","NA","3092","NA","NA","NA","NA","NA","NA","NA","NA","NA","873","NA","NA","NA","175730","legacy","NA","EXP01","24","even","NA","NA","NA","NA","NA","187909","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10629","8626","NA","NA","10629","NA","213649","8626","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","187909","NA","214666","NA","214667","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","217769","NA","NA","NA","218286","NA","218286","NA","219170","NA","NA","NA","211596","NA","NA","NA","213632","NA","219670","NA","12179","Simulation2016_EXP01","3","17792","8","yes","1024"
"yes","no","no","no","Y","R","I see the box truck overturned on the roadside because of the car accident.","STI/boxtruck_r.jpg","30","30","2423","2423","black","yes","xpyriment","legacy","legacy","0","yes","no","no","no","uniform","0","NA","0","NA","NA","NA","NA","0","/","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","4","NA","4","0","0","0","0","0","0","0","0","0","NA","4","0","0","NA","4","NA","4","NA","4","NA","4","NA","4","NA","NA","NA","4","NA","7","0","0","04/26/16 17:27:05","Matching Tasks","Simulation2016_EXP01V1.3.0.osexp","D:\Users\ebluser\Desktop\CSC_SIM","no","chinese-japanese-korean","no","18","white","LIST01","yes","768","legacy","no","yes","E-C1-L1-024.csv","xpyriment","Interactive Ising","3.0.7","0","z","NA","NA","NA","space","NA","NA","space","NA","NA","NA","NA","space","NA","z","NA","NA","NA","space","1093","NA","NA","NA","5347","NA","NA","32103","NA","NA","NA","NA","27326","NA","1093","NA","NA","NA","175730","legacy","L","EXP01","24","even","NA","NA","NA","NA","NA","187909","NA","247046","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10629","8626","NA","NA","10629","NA","282957","8626","NA","NA","NA","NA","281466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","247046","NA","NA","NA","NA","NA","NA","NA","187909","NA","283975","NA","283975","NA","NA","NA","NA","NA","249362","NA","NA","NA","NA","289345","NA","219720","NA","289863","NA","289863","NA","219170","NA","NA","NA","290963","NA","NA","NA","282943","NA","291463","NA","12179","Simulation2016_EXP01","3","24232","10","yes","1024"
"yes","no","no","no","N","D","I see the food clip being used by the guest in the buffet.","STI/tongs01b.jpg","33.3333333333","33.3333333333","2534","2534","black","yes","xpyriment","legacy","legacy","0","yes","no","no","no","uniform","1","NA","0","NA","NA","NA","NA","1","/","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","5","NA","5","0","0","0","0","0","0","0","0","0","NA","5","0","0","NA","5","NA","5","NA","5","NA","5","NA","5","NA","NA","NA","5","NA","8","0","0","04/26/16 17:27:05","Matching Tasks","Simulation2016_EXP01V1.3.0.osexp","D:\Users\ebluser\Desktop\CSC_SIM","no","chinese-japanese-korean","no","18","white","LIST01","yes","768","legacy","no","yes","E-C1-L1-024.csv","xpyriment","Interactive Ising","3.0.7","0","/","NA","NA","NA","space","NA","NA","space","NA","NA","NA","NA","space","NA","/","NA","NA","NA","space","825","NA","NA","NA","5353","NA","NA","32103","NA","NA","NA","NA","27326","NA","825","NA","NA","NA","175730","legacy","S","EXP01","24","even","NA","NA","NA","NA","NA","187909","NA","247046","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10629","8626","NA","NA","10629","NA","293192","8626","NA","NA","NA","NA","281466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","247046","NA","NA","NA","NA","NA","NA","NA","187909","NA","294199","NA","294199","NA","NA","NA","NA","NA","249362","NA","NA","NA","NA","299571","NA","219720","NA","300088","NA","300088","NA","300922","NA","NA","NA","290963","NA","NA","NA","293172","NA","301422","NA","12179","Simulation2016_EXP01","4","30410","12","yes","1024"
"yes","no","no","no","N","R","I see the match stick left on the table.","STI/007-allumette_match_r.jpg","35.7142857143","35.7142857143","2388","2388","black","yes","xpyriment","legacy","legacy","0","yes","no","no","no","uniform","1","NA","0","NA","NA","NA","NA","1","/","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","6","NA","6","0","0","0","0","0","0","0","0","0","NA","6","0","0","NA","6","NA","6","NA","6","NA","6","NA","6","NA","NA","NA","6","NA","9","0","0","04/26/16 17:27:05","Matching Tasks","Simulation2016_EXP01V1.3.0.osexp","D:\Users\ebluser\Desktop\CSC_SIM","no","chinese-japanese-korean","no","18","white","LIST01","yes","768","legacy","no","yes","E-C1-L1-024.csv","xpyriment","Interactive Ising","3.0.7","0","/","NA","NA","NA","space","NA","NA","space","NA","NA","NA","NA","space","NA","/","NA","NA","NA","space","1148","NA","NA","NA","1877","NA","NA","32103","NA","NA","NA","NA","27326","NA","1148","NA","NA","NA","175730","legacy","S","EXP01","24","even","NA","NA","NA","NA","NA","187909","NA","247046","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10629","8626","NA","NA","10629","NA","303307","8626","NA","NA","NA","NA","281466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","247046","NA","NA","NA","NA","NA","NA","NA","187909","NA","304325","NA","304325","NA","NA","NA","NA","NA","249362","NA","NA","NA","NA","306210","NA","219720","NA","306727","NA","306727","NA","307894","NA","NA","NA","290963","NA","NA","NA","303225","NA","308394","NA","12179","Simulation2016_EXP01","5","33435","14","yes","1024"
"yes","no","no","no","D","P","I see the camper van parked there.","STI/025-barre_bar.jpg","37.5","37.5","2253","2253","black","yes","xpyriment","legacy","legacy","0","yes","no","no","no","uniform","1","NA","0","NA","NA","NA","NA","1","z","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","7","NA","7","0","0","0","0","0","0","0","0","0","NA","7","0","0","NA","7","NA","7","NA","7","NA","7","NA","7","NA","NA","NA","7","NA","10","0","0","04/26/16 17:27:05","Matching Tasks","Simulation2016_EXP01V1.3.0.osexp","D:\Users\ebluser\Desktop\CSC_SIM","no","chinese-japanese-korean","no","18","white","LIST01","yes","768","legacy","no","yes","E-C1-L1-024.csv","xpyriment","Interactive Ising","3.0.7","0","z","NA","NA","NA","space","NA","NA","space","NA","NA","NA","NA","space","NA","z","NA","NA","NA","space","837","NA","NA","NA","1778","NA","NA","32103","NA","NA","NA","NA","27326","NA","837","NA","NA","NA","175730","legacy","D","EXP01","24","even","NA","NA","NA","NA","NA","187909","NA","247046","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10629","8626","NA","NA","10629","NA","309863","8626","NA","NA","NA","NA","281466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","247046","NA","NA","NA","NA","NA","NA","NA","187909","NA","310880","NA","310880","NA","NA","NA","NA","NA","249362","NA","NA","NA","NA","312665","NA","219720","NA","313182","NA","313182","NA","314032","NA","NA","NA","290963","NA","NA","NA","309758","NA","314533","NA","12179","Simulation2016_EXP01","6","36050","16","yes","1024"
"yes","no","no","no","D","P","I see the electric locomotive that is going into the tunnel.","STI/282-tractopelle_digger.jpg","38.8888888889","38.8888888889","2209","2209","black","yes","xpyriment","legacy","legacy","0","yes","no","no","no","uniform","1","NA","0","NA","NA","NA","NA","1","z","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","8","NA","8","0","0","0","0","0","0","0","0","0","NA","8","0","0","NA","8","NA","8","NA","8","NA","8","NA","8","NA","NA","NA","8","NA","11","0","0","04/26/16 17:27:05","Matching Tasks","Simulation2016_EXP01V1.3.0.osexp","D:\Users\ebluser\Desktop\CSC_SIM","no","chinese-japanese-korean","no","18","white","LIST01","yes","768","legacy","no","yes","E-C1-L1-024.csv","xpyriment","Interactive Ising","3.0.7","0","z","NA","NA","NA","space","NA","NA","space","NA","NA","NA","NA","space","NA","z","NA","NA","NA","space","1023","NA","NA","NA","2703","NA","NA","32103","NA","NA","NA","NA","27326","NA","1023","NA","NA","NA","175730","legacy","D","EXP01","24","even","NA","NA","NA","NA","NA","187909","NA","247046","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10629","8626","NA","NA","10629","NA","316017","8626","NA","NA","NA","NA","281466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","247046","NA","NA","NA","NA","NA","NA","NA","187909","NA","317036","NA","317036","NA","NA","NA","NA","NA","249362","NA","NA","NA","NA","319755","NA","219720","NA","320272","NA","320272","NA","321306","NA","NA","NA","290963","NA","NA","NA","316010","NA","321806","NA","12179","Simulation2016_EXP01","7","39776","18","yes","1024"
"yes","no","no","no","Y","D","I see the steam locomotive that is heading toward the train station.","STI/178-locomotive_locomotive.jpg","40","40","2136","2136","black","yes","xpyriment","legacy","legacy","0","yes","no","no","no","uniform","1","NA","0","NA","NA","NA","NA","1","/","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","9","NA","9","0","0","0","0","0","0","0","0","0","NA","9","0","0","NA","9","NA","9","NA","9","NA","9","NA","9","NA","NA","NA","9","NA","12","0","0","04/26/16 17:27:05","Matching Tasks","Simulation2016_EXP01V1.3.0.osexp","D:\Users\ebluser\Desktop\CSC_SIM","no","chinese-japanese-korean","no","18","white","LIST01","yes","768","legacy","no","yes","E-C1-L1-024.csv","xpyriment","Interactive Ising","3.0.7","0","/","NA","NA","NA","space","NA","NA","space","NA","NA","NA","NA","space","NA","/","NA","NA","NA","space","951","NA","NA","NA","2009","NA","NA","32103","NA","NA","NA","NA","27326","NA","951","NA","NA","NA","175730","legacy","L","EXP01","24","even","NA","NA","NA","NA","NA","187909","NA","247046","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10629","8626","NA","NA","10629","NA","323441","8626","NA","NA","NA","NA","281466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","247046","NA","NA","NA","NA","NA","NA","NA","187909","NA","324458","NA","324458","NA","NA","NA","NA","NA","249362","NA","NA","NA","NA","326477","NA","219720","NA","326994","NA","326994","NA","327961","NA","NA","NA","290963","NA","NA","NA","323432","NA","328461","NA","12179","Simulation2016_EXP01","8","42736","20","yes","1024"
